tweet,tweet_cleaning,tweet_casefolding,normalisasi,tokenize,stopword removal,steming_data
"Kesampingankan Ego Kampanye pak!
@prabowo evaluasi MBG! Kalau niat, kerja sama dengan kantin sekolah jg bs. Atuh suruh org tua mereka yg masakin.

Negara kita lg amsiong! Stop dl buang anggaran yg gk produktif!
1 anak makan siang gratis 1 kali, 1 keluarga gk makan malam sekali.

Pikirin dl gmana ekonomi bs mengeliat!
Kalau gini2 aja, Tau anggaran masih kesedot hal2 gk produktif.  Disatu sisi rakyat lagi setengah mati.

Kita menyusul venezuela nanti!",Kesampingankan Ego Kampanye pak evaluasi MBG Kalau niat kerja sama dengan kantin sekolah jg bs Atuh suruh org tua mereka yg masakin Negara kita lg amsiong Stop dl buang anggaran yg gk produktif 1 anak makan siang gratis 1 kali 1 keluarga gk makan malam sekali Pikirin dl gmana ekonomi bs mengeliat Kalau gini2 aja Tau anggaran masih kesedot hal2 gk produktif Disatu sisi rakyat lagi setengah mati Kita menyusul venezuela nanti,kesampingankan ego kampanye evaluasi mbg niat kerja kantin sekolah jg bs atuh suruh org tua yg masakin negara lg amsiong stop dl buang anggar yg gk produktif 1 anak makan siang gratis 1 kali 1 keluarga gk makan malam pikirin dl gmana ekonomi bs liat gini2 aja tau anggar sedot hal2 gk produktif satu sisi rakyat mati susul venezuela,kesampingankan ego kampanye evaluasi mbak niat kerja kantin sekolah juga bisa atuh suruh orang tua yang masakin negara lagi amsiong stop dulu buang anggar yang tidak produktif 1 anak makan siang gratis 1 kali 1 keluarga tidak makan malam pikirin dulu bagaimana ekonomi bisa lihat gini2 saja tau anggar sedot tidak produktif satu sisi rakyat mati susul venezuela,"['kesampingankan', 'ego', 'kampanye', 'evaluasi', 'mbak', 'niat', 'kerja', 'kantin', 'sekolah', 'juga', 'bisa', 'atuh', 'suruh', 'orang', 'tua', 'yang', 'masakin', 'negara', 'lagi', 'amsiong', 'stop', 'dulu', 'buang', 'anggar', 'yang', 'tidak', 'produktif', '1', 'anak', 'makan', 'siang', 'gratis', '1', 'kali', '1', 'keluarga', 'tidak', 'makan', 'malam', 'pikirin', 'dulu', 'bagaimana', 'ekonomi', 'bisa', 'lihat', 'gini2', 'saja', 'tau', 'anggar', 'sedot', 'tidak', 'produktif', 'satu', 'sisi', 'rakyat', 'mati', 'susul', 'venezuela']","['kesampingankan', 'ego', 'kampanye', 'evaluasi', 'mbak', 'niat', 'kerja', 'kantin', 'sekolah', 'atuh', 'suruh', 'orang', 'tua', 'masakin', 'negara', 'amsiong', 'stop', 'buang', 'anggar', 'produktif', '1', 'anak', 'makan', 'siang', 'gratis', '1', 'kali', '1', 'keluarga', 'makan', 'malam', 'pikirin', 'ekonomi', 'lihat', 'gini2', 'tau', 'anggar', 'sedot', 'produktif', 'sisi', 'rakyat', 'mati', 'susul', 'venezuela']",kesampingankan ego kampanye evaluasi mbak niat kerja kantin sekolah atuh suruh orang tua masakin negara amsiong stop buang anggar produktif 1 anak makan siang gratis 1 kali 1 keluarga makan malam pikirin ekonomi lihat gini2 tau anggar sedot produktif sisi rakyat mati susul venezuela
"Hari ini makan siang gratis, ditraktir sama teman yang salah sebut nama aku jadi nama mantannya.",Hari ini makan siang gratis ditraktir sama teman yang salah sebut nama aku jadi nama mantannya,makan siang gratis traktir teman salah nama nama mantan,makan siang gratis traktir teman salah nama nama mantan,"['makan', 'siang', 'gratis', 'traktir', 'teman', 'salah', 'nama', 'nama', 'mantan']","['makan', 'siang', 'gratis', 'traktir', 'teman', 'salah', 'nama', 'nama', 'mantan']",makan siang gratis traktir teman salah nama nama mantan
"Gak enak, Mar. Masa ada rezeki makan siang gratis di tolak? 🤣 Ini udah otw, Mar. Tunggu ya.",Gak enak Mar Masa ada rezeki makan siang gratis di tolak Ini udah otw Mar Tunggu ya,gak enak mar rezeki makan siang gratis tolak udah otw mar tunggu ya,tidak enak mar rezeki makan siang gratis tolak sudah otw mar tunggu ya,"['tidak', 'enak', 'mar', 'rezeki', 'makan', 'siang', 'gratis', 'tolak', 'sudah', 'otw', 'mar', 'tunggu', 'ya']","['enak', 'mar', 'rezeki', 'makan', 'siang', 'gratis', 'tolak', 'otw', 'mar', 'tunggu', 'ya']",enak mar rezeki makan siang gratis tolak otw mar tunggu ya
hari ini ada yang ulangtahun di kantor😋 makan siang gratis😋,hari ini ada yang ulangtahun di kantor makan siang gratis,ulangtahun kantor makan siang gratis,ulangtahun kantor makan siang gratis,"['ulangtahun', 'kantor', 'makan', 'siang', 'gratis']","['ulangtahun', 'kantor', 'makan', 'siang', 'gratis']",ulangtahun kantor makan siang gratis
"Lebih baik pendidikan gratis pak dari pada makan siang gratis, lihat beberapa sekolah makanan pada dibuang buang.",Lebih baik pendidikan gratis pak dari pada makan siang gratis lihat beberapa sekolah makanan pada dibuang buang,didik gratis makan siang gratis lihat sekolah makan buang buang,didik gratis makan siang gratis lihat sekolah makan buang buang,"['didik', 'gratis', 'makan', 'siang', 'gratis', 'lihat', 'sekolah', 'makan', 'buang', 'buang']","['didik', 'gratis', 'makan', 'siang', 'gratis', 'lihat', 'sekolah', 'makan', 'buang', 'buang']",didik gratis makan siang gratis lihat sekolah makan buang buang
"2026 dia bakal dikandangin oleh junjungannya sendiri...!!! 
Tak ada makan siang gratis.",2026 dia bakal dikandangin oleh junjungannya sendiri Tak ada makan siang gratis,2026 dikandangin junjung makan siang gratis,2026 dikandangin junjung makan siang gratis,"['2026', 'dikandangin', 'junjung', 'makan', 'siang', 'gratis']","['2026', 'dikandangin', 'junjung', 'makan', 'siang', 'gratis']",2026 dikandangin junjung makan siang gratis
Makasih ibu udh kasih makan siang gratis buat org2 (gw tolak krna udh bawa bekel)😍🥰,Makasih ibu udh kasih makan siang gratis buat org2 gw tolak krna udh bawa bekel,makasih udh kasih makan siang gratis org2 gw tolak krna udh bawa bekel,sudah kasih makan siang gratis gue tolak karena sudah bawa bekel,"['sudah', 'kasih', 'makan', 'siang', 'gratis', 'gue', 'tolak', 'karena', 'sudah', 'bawa', 'bekel']","['kasih', 'makan', 'siang', 'gratis', 'gue', 'tolak', 'bawa', 'bekel']",kasih makan siang gratis gue tolak bawa bekel
"makan siang gratis (ini rill enak bgt makannanya🥹🥹)
snack tiap kamis sabtu
karyawan boleh sambil kuliah",makan siang gratis ini rill enak bgt makannanya snack tiap kamis sabtu karyawan boleh sambil kuliah,makan siang gratis rill enak bgt makannanya snack kamis sabtu karyawan kuliah,makan siang gratis rill enak banget makannanya snack kamis sabtu karyawan kuliah,"['makan', 'siang', 'gratis', 'rill', 'enak', 'banget', 'makannanya', 'snack', 'kamis', 'sabtu', 'karyawan', 'kuliah']","['makan', 'siang', 'gratis', 'rill', 'enak', 'banget', 'makannanya', 'snack', 'kamis', 'sabtu', 'karyawan', 'kuliah']",makan siang gratis rill enak banget makannanya snack kamis sabtu karyawan kuliah
"Program MBG bukti nyata pemerintah, makan bergizi gratis, dana at cost, transparansi penuh, pengawasan dari BPKP & KPK selalu siap siaga",Program MBG bukti nyata pemerintah makan bergizi gratis dana at cost transparansi penuh pengawasan dari BPKP KPK selalu siap siaga,program mbg bukti nyata perintah makan gizi gratis dana at cost transparansi penuh awas bpkp kpk siaga,program mbak bukti nyata perintah makan gizi gratis dana at cost transparansi penuh awas bpkp kpk siaga,"['program', 'mbak', 'bukti', 'nyata', 'perintah', 'makan', 'gizi', 'gratis', 'dana', 'at', 'cost', 'transparansi', 'penuh', 'awas', 'bpkp', 'kpk', 'siaga']","['program', 'mbak', 'bukti', 'nyata', 'perintah', 'makan', 'gizi', 'gratis', 'dana', 'at', 'cost', 'transparansi', 'penuh', 'awas', 'bpkp', 'kpk', 'siaga']",program mbak bukti nyata perintah makan gizi gratis dana at cost transparansi penuh awas bpkp kpk siaga
"𝐉𝐔𝐁𝐈𝐑 𝐓𝐕 - Launching Makan Bergizi Gratis, 3.838 Anak di Jampangkulon Sukabumi Jadi Penerima Manfaat

𝐓𝐨𝐧𝐭𝐨𝐧 𝐛𝐞𝐫𝐢𝐭𝐚 𝐦𝐞𝐧𝐚𝐫𝐢𝐤 𝐥𝐚𝐢𝐧𝐧𝐲𝐚 𝐝𝐢
tinyurl.com/ypafzpnc",𝐉𝐔𝐁𝐈𝐑 𝐓𝐕 Launching Makan Bergizi Gratis 3838 Anak di Jampangkulon Sukabumi Jadi Penerima Manfaat 𝐓𝐨𝐧𝐭𝐨𝐧 𝐛𝐞𝐫𝐢𝐭𝐚 𝐦𝐞𝐧𝐚𝐫𝐢𝐤 𝐥𝐚𝐢𝐧𝐧𝐲𝐚 𝐝𝐢 tinyurlcomypafzpnc,  launching makan gizi gratis 3838 anak jampangkulon sukabumi terima manfaat      tinyurlcomypafzpnc,launching makan gizi gratis 3838 anak jampangkulon sukabumi terima manfaat tinyurlcomypafzpnc,"['launching', 'makan', 'gizi', 'gratis', '3838', 'anak', 'jampangkulon', 'sukabumi', 'terima', 'manfaat', 'tinyurlcomypafzpnc']","['launching', 'makan', 'gizi', 'gratis', '3838', 'anak', 'jampangkulon', 'sukabumi', 'terima', 'manfaat', 'tinyurlcomypafzpnc']",launching makan gizi gratis 3838 anak jampangkulon sukabumi terima manfaat tinyurlcomypafzpnc
Nggak khawatir makan bergizi gratis bermasalah karena MBG jamin dana aman dan proses diawasi,Nggak khawatir makan bergizi gratis bermasalah karena MBG jamin dana aman dan proses diawasi,nggak khawatir makan gizi gratis masalah mbg jamin dana aman proses awas,tidak khawatir makan gizi gratis masalah mbak jamin dana aman proses awas,"['tidak', 'khawatir', 'makan', 'gizi', 'gratis', 'masalah', 'mbak', 'jamin', 'dana', 'aman', 'proses', 'awas']","['khawatir', 'makan', 'gizi', 'gratis', 'mbak', 'jamin', 'dana', 'aman', 'proses', 'awas']",khawatir makan gizi gratis mbak jamin dana aman proses awas
"Transparan, bersih, dan aman dari korupsi, itulah cara pemerintah kelola MBG, makan bergizi gratis pakai harga at cost dan pengawasan BPKP serta KPK langsung",Transparan bersih dan aman dari korupsi itulah cara pemerintah kelola MBG makan bergizi gratis pakai harga at cost dan pengawasan BPKP serta KPK langsung,transparan bersih aman korupsi perintah kelola mbg makan gizi gratis pakai harga at cost awas bpkp kpk langsung,transparan bersih aman korupsi perintah kelola mbak makan gizi gratis pakai harga at cost awas bpkp kpk langsung,"['transparan', 'bersih', 'aman', 'korupsi', 'perintah', 'kelola', 'mbak', 'makan', 'gizi', 'gratis', 'pakai', 'harga', 'at', 'cost', 'awas', 'bpkp', 'kpk', 'langsung']","['transparan', 'bersih', 'aman', 'korupsi', 'perintah', 'kelola', 'mbak', 'makan', 'gizi', 'gratis', 'pakai', 'harga', 'at', 'cost', 'awas', 'bpkp', 'kpk', 'langsung']",transparan bersih aman korupsi perintah kelola mbak makan gizi gratis pakai harga at cost awas bpkp kpk langsung
"Mulai Januari 2026, Pemerintah Gelontorkan Rp 1,2 Triliun per Hari untuk Makan Bergizi Gratis

🔗Simak Selengkapnya : most1058fm.com/2025/09/mulai…

Baca artikel lainnya di : most1058fm.com 

#News #Most1058 #Pemerintah #MBG",Mulai Januari 2026 Pemerintah Gelontorkan Rp 12 Triliun per Hari untuk Makan Bergizi Gratis Simak Selengkapnya most1058fmcom202509mulai Baca artikel lainnya di most1058fmcom News Most1058 Pemerintah MBG,januari 2026 perintah gelontor rp 12 triliun makan gizi gratis simak lengkap most1058fmcom202509mulai baca artikel most1058fmcom news most1058 perintah mbg,januari 2026 perintah gelontor rp 12 triliun makan gizi gratis simak lengkap most1058fmcom202509mulai baca artikel most1058fmcom news most1058 perintah mbak,"['januari', '2026', 'perintah', 'gelontor', 'rp', '12', 'triliun', 'makan', 'gizi', 'gratis', 'simak', 'lengkap', 'most1058fmcom202509mulai', 'baca', 'artikel', 'most1058fmcom', 'news', 'most1058', 'perintah', 'mbak']","['januari', '2026', 'perintah', 'gelontor', 'rp', '12', 'triliun', 'makan', 'gizi', 'gratis', 'simak', 'lengkap', 'most1058fmcom202509mulai', 'baca', 'artikel', 'most1058fmcom', 'news', 'most1058', 'perintah', 'mbak']",januari 2026 perintah gelontor rp 12 triliun makan gizi gratis simak lengkap most1058fmcom202509mulai baca artikel most1058fmcom news most1058 perintah mbak
"Dengan MBG, makan bergizi gratis benar-benar terwujud karena anggaran transparan, at cost, dan diawasi ketat oleh BPKP dan KPK",Dengan MBG makan bergizi gratis benarbenar terwujud karena anggaran transparan at cost dan diawasi ketat oleh BPKP dan KPK,mbg makan gizi gratis benarbenar wujud anggar transparan at cost awas ketat bpkp kpk,mbak makan gizi gratis benarbenar wujud anggar transparan at cost awas ketat bpkp kpk,"['mbak', 'makan', 'gizi', 'gratis', 'benarbenar', 'wujud', 'anggar', 'transparan', 'at', 'cost', 'awas', 'ketat', 'bpkp', 'kpk']","['mbak', 'makan', 'gizi', 'gratis', 'benarbenar', 'wujud', 'anggar', 'transparan', 'at', 'cost', 'awas', 'ketat', 'bpkp', 'kpk']",mbak makan gizi gratis benarbenar wujud anggar transparan at cost awas ketat bpkp kpk
"Anak-anak Indonesia punya semangat baru lewat MBG, makan bergizi gratis dikelola terbuka lewat KPPN, harga at cost, proses diawasi BPKP & KPK",Anakanak Indonesia punya semangat baru lewat MBG makan bergizi gratis dikelola terbuka lewat KPPN harga at cost proses diawasi BPKP KPK,anakanak indonesia semangat mbg makan gizi gratis kelola buka kppn harga at cost proses awas bpkp kpk,anakanak indonesia semangat mbak makan gizi gratis kelola buka kppn harga at cost proses awas bpkp kpk,"['anakanak', 'indonesia', 'semangat', 'mbak', 'makan', 'gizi', 'gratis', 'kelola', 'buka', 'kppn', 'harga', 'at', 'cost', 'proses', 'awas', 'bpkp', 'kpk']","['anakanak', 'indonesia', 'semangat', 'mbak', 'makan', 'gizi', 'gratis', 'kelola', 'buka', 'kppn', 'harga', 'at', 'cost', 'proses', 'awas', 'bpkp', 'kpk']",anakanak indonesia semangat mbak makan gizi gratis kelola buka kppn harga at cost proses awas bpkp kpk
"MBG memberikan makan bergizi gratis lewat sistem yang benar-benar transparan, at cost, pengelolaan terpusat di KPPN, BPKP dan KPK aktif mengawasi",MBG memberikan makan bergizi gratis lewat sistem yang benarbenar transparan at cost pengelolaan terpusat di KPPN BPKP dan KPK aktif mengawasi,mbg makan gizi gratis sistem benarbenar transparan at cost kelola pusat kppn bpkp kpk aktif awas,mbak makan gizi gratis sistem benarbenar transparan at cost kelola pusat kppn bpkp kpk aktif awas,"['mbak', 'makan', 'gizi', 'gratis', 'sistem', 'benarbenar', 'transparan', 'at', 'cost', 'kelola', 'pusat', 'kppn', 'bpkp', 'kpk', 'aktif', 'awas']","['mbak', 'makan', 'gizi', 'gratis', 'sistem', 'benarbenar', 'transparan', 'at', 'cost', 'kelola', 'pusat', 'kppn', 'bpkp', 'kpk', 'aktif', 'awas']",mbak makan gizi gratis sistem benarbenar transparan at cost kelola pusat kppn bpkp kpk aktif awas
"Kepala Badan Gizi Nasional (BGN), Dadan Hindayana, mengatakan mulai Januari 2026, program MBG diproyeksikan menyedot anggaran senilai Rp 1,2 triliun per hari untuk memberi makan bergizi kepada 82,9 juta anak di seluruh penjuru negeri.

Baca di sini: money.kompas.com/read/2025/0…

~TA #MakanBergiziGratis #Anggaran",Kepala Badan Gizi Nasional BGN Dadan Hindayana mengatakan mulai Januari 2026 program MBG diproyeksikan menyedot anggaran senilai Rp 12 triliun per hari untuk memberi makan bergizi kepada 829 juta anak di seluruh penjuru negeri Baca di sini moneykompascomread20250 TA MakanBergiziGratis Anggaran,kepala badan gizi nasional bgn dad hindayana januari 2026 program mbg proyeksi sedot anggar nila rp 12 triliun makan gizi 829 juta anak penjuru negeri baca moneykompascomread20250 ta makanbergizigratis anggar,kepala badan gizi nasional bgn dad hindayana januari 2026 program mbak proyeksi sedot anggar nila rp 12 triliun makan gizi 829 juta anak penjuru negeri baca moneykompascomread20250 ta makanbergizigratis anggar,"['kepala', 'badan', 'gizi', 'nasional', 'bgn', 'dad', 'hindayana', 'januari', '2026', 'program', 'mbak', 'proyeksi', 'sedot', 'anggar', 'nila', 'rp', '12', 'triliun', 'makan', 'gizi', '829', 'juta', 'anak', 'penjuru', 'negeri', 'baca', 'moneykompascomread20250', 'ta', 'makanbergizigratis', 'anggar']","['kepala', 'badan', 'gizi', 'nasional', 'bgn', 'dad', 'hindayana', 'januari', '2026', 'program', 'mbak', 'proyeksi', 'sedot', 'anggar', 'nila', 'rp', '12', 'triliun', 'makan', 'gizi', '829', 'juta', 'anak', 'penjuru', 'negeri', 'baca', 'moneykompascomread20250', 'ta', 'makanbergizigratis', 'anggar']",kepala badan gizi nasional bgn dad hindayana januari 2026 program mbak proyeksi sedot anggar nila rp 12 triliun makan gizi 829 juta anak penjuru negeri baca moneykompascomread20250 ta makanbergizigratis anggar
"MBG usung transparansi dalam pengadaan makan bergizi gratis, uang rakyat dipakai tepat, harga at cost, diawasi biar ga bocor",MBG usung transparansi dalam pengadaan makan bergizi gratis uang rakyat dipakai tepat harga at cost diawasi biar ga bocor,mbg usung transparansi ada makan gizi gratis uang rakyat pakai harga at cost awas biar ga bocor,mbak usung transparansi ada makan gizi gratis uang rakyat pakai harga at cost awas biar tidak bocor,"['mbak', 'usung', 'transparansi', 'ada', 'makan', 'gizi', 'gratis', 'uang', 'rakyat', 'pakai', 'harga', 'at', 'cost', 'awas', 'biar', 'tidak', 'bocor']","['mbak', 'usung', 'transparansi', 'makan', 'gizi', 'gratis', 'uang', 'rakyat', 'pakai', 'harga', 'at', 'cost', 'awas', 'biar', 'bocor']",mbak usung transparansi makan gizi gratis uang rakyat pakai harga at cost awas biar bocor
Dukung Program Makan Bergizi Gratis,Dukung Program Makan Bergizi Gratis,dukung program makan gizi gratis,dukung program makan gizi gratis,"['dukung', 'program', 'makan', 'gizi', 'gratis']","['dukung', 'program', 'makan', 'gizi', 'gratis']",dukung program makan gizi gratis
"Pemerintah beneran serius lewat MBG hadirkan makan bergizi gratis, semua dana transparan lewat KPPN, harga at cost, BPKP-KPK memantau",Pemerintah beneran serius lewat MBG hadirkan makan bergizi gratis semua dana transparan lewat KPPN harga at cost BPKPKPK memantau,perintah beneran serius mbg hadir makan gizi gratis dana transparan kppn harga at cost bpkpkpk pantau,perintah benaran serius mbak hadir makan gizi gratis dana transparan kppn harga at cost bpkpkpk pantau,"['perintah', 'benaran', 'serius', 'mbak', 'hadir', 'makan', 'gizi', 'gratis', 'dana', 'transparan', 'kppn', 'harga', 'at', 'cost', 'bpkpkpk', 'pantau']","['perintah', 'benaran', 'serius', 'mbak', 'hadir', 'makan', 'gizi', 'gratis', 'dana', 'transparan', 'kppn', 'harga', 'at', 'cost', 'bpkpkpk', 'pantau']",perintah benar serius mbak hadir makan gizi gratis dana transparan kppn harga at cost bpkpkpk pantau
"Jangan takut salah sasaran, makan bergizi gratis MBG selalu transparan, at cost, diawasi ketat BPKP dan KPK buat masa depan anak-anak",Jangan takut salah sasaran makan bergizi gratis MBG selalu transparan at cost diawasi ketat BPKP dan KPK buat masa depan anakanak,takut salah sasar makan gizi gratis mbg transparan at cost awas ketat bpkp kpk anakanak,takut salah sasar makan gizi gratis mbak transparan at cost awas ketat bpkp kpk anakanak,"['takut', 'salah', 'sasar', 'makan', 'gizi', 'gratis', 'mbak', 'transparan', 'at', 'cost', 'awas', 'ketat', 'bpkp', 'kpk', 'anakanak']","['takut', 'salah', 'sasar', 'makan', 'gizi', 'gratis', 'mbak', 'transparan', 'at', 'cost', 'awas', 'ketat', 'bpkp', 'kpk', 'anakanak']",takut salah sasar makan gizi gratis mbak transparan at cost awas ketat bpkp kpk anakanak
"Murid muridku yang penjahat saya ajari masuk ke penjara dengan suka rela

Jalan sendiri ke penjara
Buka pintu sel sendiri
Tutup pintu sendiri
Waktunya makan siang bergizi gratis antri sendiri

Tapi sayang @grok , muridku di seluruh dunia tidak ada yang patuh dengan saya",Murid muridku yang penjahat saya ajari masuk ke penjara dengan suka rela Jalan sendiri ke penjara Buka pintu sel sendiri Tutup pintu sendiri Waktunya makan siang bergizi gratis antri sendiri Tapi sayang muridku di seluruh dunia tidak ada yang patuh dengan saya,murid murid jahat ajar masuk penjara suka rela jalan penjara buka pintu sel tutup pintu makan siang gizi gratis antri sayang murid dunia patuh,murid murid jahat ajar masuk penjara suka rela jalan penjara buka pintu sel tutup pintu makan siang gizi gratis antri sayang murid dunia patuh,"['murid', 'murid', 'jahat', 'ajar', 'masuk', 'penjara', 'suka', 'rela', 'jalan', 'penjara', 'buka', 'pintu', 'sel', 'tutup', 'pintu', 'makan', 'siang', 'gizi', 'gratis', 'antri', 'sayang', 'murid', 'dunia', 'patuh']","['murid', 'murid', 'jahat', 'ajar', 'masuk', 'penjara', 'suka', 'rela', 'jalan', 'penjara', 'buka', 'pintu', 'sel', 'tutup', 'pintu', 'makan', 'siang', 'gizi', 'gratis', 'antri', 'sayang', 'murid', 'dunia', 'patuh']",murid murid jahat ajar masuk penjara suka rela jalan penjara buka pintu sel tutup pintu makan siang gizi gratis antri sayang murid dunia patuh
